ID,True Label,Predicted Label
10620,85,42
10621,107,106
10622,134,103
10623,94,79
10624,84,85
10625,50,28
10626,66,67
10627,70,70
10628,126,108
10629,109,1
10630,68,101
10631,86,85
10632,132,77
10633,72,36
10634,82,82
10635,19,19
10636,77,77
10637,78,26
10638,26,86
10639,70,70
10640,108,108
10641,105,106
10642,86,85
10643,2,108
10644,31,22
10645,52,100
10646,103,103
10647,109,1
10648,103,103
10649,101,51
10650,84,84
10651,98,77
10652,21,21
10653,56,55
10654,24,48
10655,86,85
10656,124,125
10657,54,49
10658,40,113
10659,83,84
10660,104,103
10661,29,100
10662,52,51
10663,53,75
10664,108,108
10665,49,49
10666,88,85
10667,45,85
10668,78,58
10669,96,108
10670,44,48
10671,44,108
10672,132,86
10673,66,67
10674,0,108
10675,51,68
10676,77,75
10677,101,52
10678,48,25
10679,68,83
10680,49,100
10681,66,70
10682,120,84
10683,22,34
10684,52,100
10685,103,103
10686,85,85
10687,36,36
10688,108,108
10689,34,34
10690,68,84
10691,53,101
10692,110,108
10693,81,91
10694,20,25
10695,108,108
10696,108,108
10697,78,126
10698,19,19
10699,59,69
10700,26,25
10701,77,77
10702,102,58
10703,10,108
10704,110,58
10705,83,84
10706,135,85
10707,29,52
10708,35,49
10709,104,133
10710,39,69
10711,133,103
10712,66,68
10713,66,82
10714,104,104
10715,133,133
10716,113,77
10717,104,68
10718,40,106
10719,31,22
10720,108,108
10721,38,88
10722,112,104
10723,70,70
10724,69,84
10725,22,67
10726,78,78
10727,108,108
10728,35,101
10729,6,35
10730,112,133
10731,108,108
10732,72,105
10733,103,103
10734,132,132
10735,78,91
10736,104,103
10737,103,103
10738,47,132
10739,80,104
10740,112,108
10741,98,77
10742,103,103
10743,32,28
10744,18,64
10745,7,67
10746,31,79
10747,18,25
10748,24,35
10749,46,86
10750,134,102
10751,113,113
10752,84,84
10753,55,55
10754,47,108
10755,29,100
10756,115,58
10757,127,126
10758,22,49
10759,26,36
10760,69,67
10761,133,104
10762,51,99
10763,1,1
10764,123,79
10765,2,108
10766,52,99
10767,76,19
10768,103,103
10769,102,121
10770,131,70
10771,26,99
10772,44,75
10773,83,81
10774,20,100
10775,108,108
10776,79,91
10777,104,104
10778,110,77
10779,108,108
10780,103,58
10781,116,80
10782,1,75
10783,25,34
10784,108,108
10785,52,100
10786,108,108
10787,29,19
10788,48,49
10789,24,103
10790,34,25
10791,83,79
10792,100,100
10793,23,34
10794,69,121
10795,102,106
10796,128,52
10797,112,86
10798,132,103
10799,92,127
10800,97,108
10801,111,108
10802,6,22
10803,108,108
10804,104,68
10805,121,85
10806,58,58
10807,108,108
10808,25,52
10809,81,82
10810,49,22
10811,124,126
10812,23,49
10813,7,49
10814,124,85
10815,75,75
10816,20,19
10817,70,70
10818,113,44
10819,55,55
10820,80,79
10821,80,86
10822,135,113
10823,1,1
10824,129,67
10825,25,49
10826,110,108
10827,83,108
10828,45,108
10829,0,17
10830,46,52
10831,26,25
10832,49,22
10833,71,71
10834,67,70
10835,20,19
10836,58,108
10837,116,58
10838,126,85
10839,104,103
10840,76,108
10841,17,17
10842,20,100
10843,86,85
10844,102,104
10845,108,108
10846,71,49
10847,26,92
10848,52,80
10849,103,103
10850,109,108
10851,85,85
10852,46,42
10853,75,84
10854,23,28
10855,81,18
10856,133,106
10857,70,70
10858,126,126
10859,68,70
10860,0,108
10861,82,85
10862,112,108
10863,23,80
10864,99,99
10865,35,49
10866,59,58
10867,58,9
10868,42,121
10869,84,19
10870,24,22
10871,103,76
10872,84,35
10873,27,28
10874,115,108
10875,23,100
10876,59,58
10877,132,132
10878,25,80
10879,104,102
10880,50,22
10881,80,92
10882,67,67
10883,98,77
10884,113,125
10885,46,125
10886,42,70
10887,69,70
10888,68,131
10889,59,58
10890,66,132
10891,17,108
10892,26,53
10893,18,19
10894,51,99
10895,85,85
10896,78,78
10897,81,85
10898,131,70
10899,25,25
10900,25,68
10901,99,100
10902,2,108
10903,58,1
10904,53,53
10905,83,98
10906,108,108
10907,64,77
10908,70,70
10909,78,91
10910,78,78
10911,44,124
10912,34,19
10913,19,19
10914,35,55
10915,56,55
10916,35,48
10917,111,43
10918,29,19
10919,43,42
10920,25,25
10921,55,101
10922,112,108
10923,86,53
10924,67,70
10925,2,108
10926,52,36
10927,58,58
10928,29,101
10929,85,85
10930,96,108
10931,48,67
10932,71,77
10933,103,103
10934,20,26
10935,65,23
10936,22,22
10937,106,106
10938,101,85
10939,108,108
10940,24,70
10941,65,112
10942,25,49
10943,63,109
10944,78,22
10945,50,25
10946,134,103
10947,25,26
10948,67,99
10949,122,65
10950,67,88
10951,9,108
10952,78,25
10953,82,36
10954,88,71
10955,92,79
10956,111,77
10957,70,68
10958,49,55
10959,86,85
10960,133,104
10961,26,79
10962,42,111
10963,108,109
10964,85,85
10965,34,49
10966,9,1
10967,65,70
10968,54,55
10969,2,44
10970,34,34
10971,23,22
10972,62,77
10973,52,52
10974,24,48
10975,80,25
10976,17,77
10977,52,100
10978,64,112
10979,130,70
10980,77,77
10981,126,27
10982,65,82
10983,84,85
10984,48,25
10985,85,85
10986,132,104
10987,84,101
10988,108,108
10989,15,25
10990,58,58
10991,77,124
10992,52,49
10993,108,108
10994,59,1
10995,23,25
10996,17,36
10997,78,34
10998,51,100
10999,104,132
11000,69,101
11001,67,55
11002,67,70
11003,104,134
11004,133,103
11005,103,103
11006,68,67
11007,68,25
11008,100,25
11009,132,103
11010,88,78
11011,104,103
11012,64,77
11013,70,70
11014,70,70
11015,79,79
11016,96,126
11017,71,71
11018,106,77
11019,126,28
11020,33,19
11021,103,103
11022,44,113
11023,82,84
11024,69,70
11025,85,84
11026,11,108
11027,108,108
11028,90,91
11029,68,100
11030,52,100
11031,47,84
11032,126,126
11033,22,103
11034,122,52
11035,100,100
11036,108,108
11037,105,102
11038,82,82
11039,25,24
11040,38,108
11041,71,70
11042,108,108
11043,22,22
11044,50,80
11045,70,70
11046,58,58
11047,25,51
11048,53,100
11049,75,108
11050,11,67
11051,97,108
11052,76,109
11053,42,48
11054,99,34
11055,37,78
11056,51,91
11057,1,9
11058,85,82
11059,19,34
11060,108,108
11061,78,91
11062,100,52
11063,99,100
11064,56,70
11065,2,108
11066,84,84
11067,70,70
11068,72,42
11069,25,6
11070,56,70
11071,24,67
11072,84,66
11073,126,91
11074,42,85
11075,102,132
11076,83,82
11077,25,22
11078,85,85
11079,53,99
11080,104,103
11081,64,70
11082,35,35
11083,67,121
11084,66,55
11085,101,69
11086,134,133
11087,86,85
11088,96,108
11089,108,108
11090,19,34
11091,51,100
11092,42,84
11093,48,67
11094,49,22
11095,102,103
11096,98,82
11097,68,68
11098,51,99
11099,25,100
11100,78,79
11101,110,108
11102,76,108
11103,128,101
11104,82,82
11105,57,21
11106,77,77
11107,134,108
11108,25,80
11109,67,70
11110,109,0
11111,25,19
11112,108,108
11113,72,105
11114,58,108
11115,48,67
11116,67,55
11117,111,84
11118,1,108
11119,65,77
11120,108,108
11121,7,101
11122,103,103
11123,107,113
11124,101,101
11125,133,103
11126,22,22
11127,49,49
11128,28,78
11129,75,108
11130,108,108
11131,18,78
11132,105,105
11133,103,103
11134,132,132
11135,109,109
11136,103,103
11137,52,100
11138,26,25
11139,111,35
11140,109,108
11141,24,77
11142,66,108
11143,120,51
11144,111,108
11145,35,49
11146,108,108
11147,91,78
11148,58,106
11149,100,52
11150,77,77
11151,103,103
11152,86,85
11153,53,52
11154,112,49
11155,70,70
11156,57,77
11157,90,79
11158,91,28
11159,96,108
11160,102,102
11161,96,76
11162,76,108
11163,112,103
11164,62,77
11165,68,85
11166,104,108
11167,59,58
11168,34,34
11169,91,78
11170,111,108
11171,25,48
11172,84,72
11173,108,108
11174,67,67
11175,37,82
11176,104,104
11177,18,18
11178,98,98
11179,22,22
11180,25,108
11181,51,99
11182,103,103
11183,23,99
11184,67,101
11185,112,35
11186,107,103
11187,25,25
11188,83,82
11189,133,103
11190,28,28
11191,80,100
11192,86,85
11193,45,43
11194,79,79
11195,44,70
11196,108,108
11197,97,108
11198,22,22
11199,113,113
11200,33,19
11201,25,25
11202,85,85
11203,83,48
11204,108,108
11205,79,79
11206,123,25
11207,111,108
11208,116,113
11209,80,23
11210,104,132
11211,77,113
11212,84,88
11213,77,77
11214,110,109
11215,131,70
11216,133,133
11217,76,108
11218,56,67
11219,108,108
11220,94,91
11221,103,103
11222,48,49
11223,86,85
11224,58,77
11225,78,80
11226,76,108
11227,108,108
11228,109,108
11229,43,43
11230,73,106
11231,46,108
11232,34,22
11233,113,108
11234,108,0
11235,41,106
11236,96,108
11237,98,77
11238,28,28
11239,92,26
11240,87,101
11241,126,126
11242,106,107
11243,68,70
11244,25,68
11245,44,108
11246,73,40
11247,22,22
11248,58,77
11249,57,72
11250,37,36
11251,112,103
11252,69,67
11253,91,49
11254,23,49
11255,20,34
11256,85,85
11257,86,36
11258,106,92
11259,19,19
11260,60,75
11261,35,67
11262,108,108
11263,72,0
11264,70,70
11265,26,52
11266,43,108
11267,0,76
11268,67,84
11269,103,134
11270,100,100
11271,96,36
11272,109,108
11273,102,103
11274,48,132
11275,10,113
11276,112,1
11277,134,108
11278,108,108
11279,98,77
11280,19,19
11281,114,22
11282,134,58
11283,54,56
11284,10,59
11285,111,43
11286,24,100
11287,49,67
11288,100,100
11289,22,22
11290,24,53
11291,134,84
11292,22,22
11293,113,77
11294,58,58
11295,39,104
11296,24,55
11297,132,134
11298,58,134
11299,23,49
11300,112,77
11301,84,84
11302,31,19
11303,85,85
11304,103,134
11305,130,70
11306,103,103
11307,111,102
11308,98,77
11309,74,133
11310,109,108
11311,67,70
11312,109,108
11313,107,101
11314,24,79
11315,91,91
11316,133,103
11317,36,36
11318,109,108
11319,111,108
11320,36,36
11321,27,79
11322,34,19
11323,11,36
11324,50,84
11325,108,108
11326,109,108
11327,58,76
11328,32,24
11329,134,66
11330,25,49
11331,82,82
11332,92,24
11333,134,103
11334,134,58
11335,91,80
11336,22,102
11337,129,70
11338,108,9
11339,100,52
11340,111,84
11341,25,24
11342,57,58
11343,133,103
11344,49,106
11345,25,84
11346,108,108
11347,43,108
11348,113,104
11349,36,124
11350,103,58
11351,70,70
11352,37,108
11353,83,83
11354,74,67
11355,126,80
11356,108,108
11357,82,82
11358,109,108
11359,3,17
11360,109,108
11361,44,108
11362,19,19
11363,47,108
11364,18,19
11365,82,85
11366,132,76
11367,97,108
11368,132,132
11369,79,79
11370,24,25
11371,108,108
11372,133,103
11373,109,108
11374,85,85
11375,109,108
11376,108,108
11377,52,70
11378,108,109
11379,86,75
11380,70,70
11381,63,65
11382,85,121
11383,75,75
11384,2,108
11385,91,91
11386,51,99
11387,70,70
11388,28,78
11389,17,86
11390,126,77
11391,66,85
11392,18,19
11393,24,26
11394,49,49
11395,133,132
11396,70,70
11397,120,121
11398,104,133
11399,52,100
11400,54,49
11401,134,58
11402,91,79
11403,8,79
11404,70,87
11405,104,67
11406,86,85
11407,107,106
11408,109,108
11409,102,103
11410,77,77
11411,56,88
11412,127,127
11413,24,25
11414,24,67
11415,20,79
11416,102,133
11417,77,113
11418,102,103
11419,24,67
11420,112,67
11421,125,98
11422,117,26
11423,41,106
11424,21,25
11425,52,53
11426,68,24
11427,104,133
11428,132,85
11429,78,79
11430,112,112
11431,57,103
11432,96,108
11433,20,22
11434,108,108
11435,25,25
11436,112,108
11437,25,91
11438,21,22
11439,109,108
11440,103,103
11441,38,25
11442,112,49
11443,134,103
11444,113,77
11445,79,79
11446,68,70
11447,108,108
11448,134,133
11449,79,79
11450,34,34
11451,18,98
11452,44,44
11453,10,108
11454,75,108
11455,15,77
11456,78,79
11457,84,85
11458,108,108
11459,97,108
11460,70,70
11461,97,108
11462,86,86
11463,77,77
11464,19,19
11465,96,108
11466,123,84
11467,113,104
11468,47,67
11469,98,108
11470,52,100
11471,40,106
11472,58,58
11473,110,108
11474,102,104
11475,67,55
11476,52,52
11477,35,34
11478,85,85
11479,85,85
11480,26,80
11481,22,22
11482,72,113
11483,111,75
11484,67,25
11485,23,15
11486,108,108
11487,113,108
11488,37,43
11489,82,82
11490,19,19
11491,111,108
11492,97,36
11493,78,79
11494,63,17
11495,9,110
11496,109,55
11497,85,82
11498,19,19
11499,79,79
11500,99,99
11501,75,86
11502,65,64
11503,102,103
11504,104,104
11505,92,92
11506,18,83
11507,108,108
11508,80,25
11509,36,108
11510,33,84
11511,76,108
11512,79,79
11513,10,108
11514,30,22
11515,78,79
11516,43,36
11517,71,67
11518,82,82
11519,68,49
11520,49,25
11521,75,76
11522,86,82
11523,100,52
11524,109,108
11525,58,58
11526,83,85
11527,69,70
11528,24,24
11529,77,77
11530,70,70
11531,101,88
11532,78,79
11533,111,108
11534,130,70
11535,134,102
11536,124,86
11537,109,109
11538,82,82
11539,55,49
11540,34,22
11541,59,112
11542,46,58
11543,98,77
11544,62,133
11545,117,26
11546,100,108
11547,86,84
11548,92,27
11549,108,108
11550,113,85
11551,121,79
11552,20,78
11553,9,108
11554,100,100
11555,77,76
11556,111,36
11557,2,79
11558,25,70
11559,85,84
11560,49,22
11561,67,121
11562,108,108
11563,108,108
11564,22,22
11565,101,101
11566,134,105
11567,125,36
11568,53,18
11569,2,108
11570,66,108
11571,24,84
11572,31,19
11573,134,134
11574,106,106
11575,82,82
11576,85,84
11577,0,108
11578,10,9
11579,107,77
11580,28,28
11581,125,83
11582,26,84
11583,109,108
11584,108,108
11585,83,80
11586,22,22
11587,18,78
11588,133,103
11589,72,134
11590,129,70
11591,85,85
11592,55,55
11593,52,101
11594,108,0
11595,45,43
11596,102,102
11597,40,106
11598,58,58
11599,52,52
11600,44,36
11601,103,103
11602,110,108
11603,108,108
11604,107,77
11605,113,104
11606,104,85
11607,96,108
11608,106,106
11609,104,102
11610,102,77
11611,104,103
11612,109,108
11613,86,86
11614,65,70
11615,55,55
11616,76,108
11617,89,75
11618,102,103
11619,69,70
11620,85,85
11621,71,71
11622,111,36
11623,86,85
11624,102,102
11625,111,111
11626,23,22
11627,85,85
11628,9,1
11629,23,25
11630,80,126
11631,52,100
11632,10,108
11633,70,85
11634,85,85
11635,26,80
11636,78,78
11637,50,84
11638,51,127
11639,47,50
11640,108,108
11641,26,91
11642,108,108
11643,22,22
11644,109,0
11645,91,91
11646,48,106
11647,108,108
11648,104,103
11649,30,91
11650,70,100
11651,70,70
11652,132,85
11653,76,108
11654,79,92
11655,27,79
11656,88,84
11657,58,58
11658,79,19
11659,66,108
11660,69,101
11661,108,108
11662,24,132
11663,50,34
11664,84,84
11665,25,101
11666,58,103
11667,83,82
11668,65,21
11669,67,55
11670,100,100
11671,55,55
11672,77,1
11673,76,108
11674,78,25
11675,80,80
11676,24,78
11677,130,70
11678,109,108
11679,54,49
11680,6,77
11681,55,49
11682,32,78
11683,123,132
11684,75,111
11685,101,49
11686,78,91
11687,96,134
11688,96,108
11689,103,103
11690,31,34
11691,78,79
11692,108,108
11693,70,55
11694,109,109
11695,108,108
11696,91,79
11697,133,133
11698,103,103
11699,24,91
11700,21,106
11701,111,25
11702,70,70
11703,58,103
11704,132,79
11705,104,108
11706,103,103
11707,133,103
11708,77,77
11709,101,131
11710,67,69
11711,98,77
11712,48,35
11713,79,78
11714,96,108
11715,108,108
11716,71,70
11717,104,133
11718,76,77
11719,33,49
11720,129,70
11721,84,99
11722,25,78
11723,71,55
11724,40,106
11725,134,133
11726,77,77
11727,28,19
11728,100,53
11729,134,102
11730,29,52
11731,97,108
11732,48,100
11733,85,85
11734,56,55
11735,84,85
11736,66,70
11737,98,82
11738,26,26
11739,121,83
11740,84,84
11741,36,108
11742,54,67
11743,68,67
11744,81,85
11745,82,85
11746,37,43
11747,50,25
11748,53,100
11749,108,108
11750,56,70
11751,109,113
11752,25,51
11753,25,92
11754,84,85
11755,50,55
11756,45,36
11757,67,55
11758,28,19
11759,19,19
11760,100,100
11761,132,84
11762,56,55
11763,122,25
11764,92,127
11765,49,67
11766,134,134
11767,44,112
11768,116,77
11769,58,58
11770,39,108
11771,97,108
11772,97,108
11773,100,52
11774,122,79
11775,2,108
11776,35,70
11777,121,71
11778,132,132
11779,54,55
11780,36,43
11781,82,83
11782,9,9
11783,55,55
11784,27,52
11785,108,108
11786,84,81
11787,28,127
11788,112,102
11789,25,70
11790,49,22
11791,56,67
11792,64,71
11793,102,102
11794,104,132
11795,26,78
11796,34,19
11797,96,108
11798,73,112
11799,25,91
11800,25,49
11801,113,108
11802,99,99
11803,42,85
11804,36,36
11805,27,126
11806,100,52
11807,24,55
11808,82,82
11809,22,49
11810,86,42
11811,22,22
11812,26,24
11813,34,22
11814,124,99
11815,101,67
11816,134,108
11817,25,33
11818,71,71
11819,96,109
11820,48,55
11821,21,49
11822,111,108
11823,80,85
11824,18,100
11825,85,86
11826,21,55
11827,100,100
11828,28,28
11829,96,108
11830,90,25
11831,72,71
11832,60,71
11833,102,103
11834,77,108
11835,76,9
11836,113,84
11837,25,25
11838,50,18
11839,86,43
11840,26,101
11841,11,108
11842,53,52
11843,127,28
11844,52,80
11845,102,102
11846,69,130
11847,125,124
11848,132,102
11849,22,22
11850,22,22
11851,9,9
11852,108,108
11853,29,19
11854,84,42
11855,42,71
11856,36,124
11857,27,26
11858,17,108
11859,108,109
11860,84,85
11861,22,49
11862,111,113
11863,25,25
11864,78,84
11865,46,57
11866,65,85
11867,71,70
11868,24,108
11869,27,78
11870,78,121
11871,81,82
11872,103,103
11873,85,103
11874,111,21
11875,24,80
11876,43,108
11877,2,109
11878,69,70
11879,103,103
11880,65,77
11881,102,84
11882,26,71
11883,49,22
11884,24,70
11885,82,82
11886,98,26
11887,107,106
11888,108,108
11889,103,103
11890,67,67
11891,72,58
11892,116,108
11893,104,103
11894,106,106
11895,108,108
11896,9,77
11897,51,100
11898,45,42
11899,49,49
11900,66,67
11901,30,100
11902,33,79
11903,84,49
11904,134,108
11905,113,77
11906,50,91
11907,75,1
11908,20,25
11909,69,67
11910,102,104
11911,91,91
11912,25,19
11913,92,26
11914,120,53
11915,18,78
11916,67,100
11917,121,91
11918,30,101
11919,48,70
11920,129,67
11921,76,108
11922,77,77
11923,77,133
11924,1,1
11925,23,29
11926,108,108
11927,39,71
11928,112,103
11929,109,109
11930,19,25
11931,103,103
11932,55,70
11933,104,111
11934,103,103
11935,87,70
11936,1,1
11937,34,22
11938,19,19
11939,131,87
11940,83,91
11941,96,108
11942,55,49
11943,44,70
11944,39,108
11945,35,35
11946,52,52
11947,19,29
11948,35,35
11949,49,67
11950,42,100
11951,104,103
11952,36,124
11953,69,69
11954,54,21
11955,88,88
11956,78,91
11957,108,108
11958,22,22
11959,15,101
11960,71,70
11961,134,77
11962,108,108
11963,70,70
11964,96,108
11965,132,36
11966,55,67
11967,84,83
11968,27,78
11969,102,66
11970,100,111
11971,34,25
11972,98,77
11973,104,103
11974,44,108
11975,20,19
11976,110,109
11977,23,49
11978,68,67
11979,1,1
11980,44,1
11981,97,108
11982,52,34
11983,76,108
11984,44,112
11985,134,1
11986,104,113
11987,55,70
11988,103,103
11989,36,36
11990,35,49
11991,83,84
11992,112,106
11993,86,85
11994,117,92
11995,98,77
11996,101,67
11997,127,127
11998,74,70
11999,78,82
12000,44,70
12001,24,49
12002,108,85
12003,26,84
12004,112,112
12005,103,103
12006,111,36
12007,56,70
12008,109,108
12009,111,108
12010,27,67
12011,27,28
12012,70,70
12013,19,18
12014,75,108
12015,84,70
12016,32,80
12017,56,55
12018,85,36
12019,85,85
12020,46,108
12021,25,26
12022,17,17
12023,134,108
12024,66,67
12025,68,68
12026,75,17
12027,43,70
12028,53,121
12029,75,108
12030,79,28
12031,26,22
12032,85,85
12033,133,103
12034,9,109
12035,112,133
12036,108,108
12037,36,108
12038,54,49
12039,98,77
12040,102,102
12041,109,109
12042,69,70
12043,92,36
12044,86,85
12045,133,132
12046,70,70
12047,67,67
12048,80,92
12049,52,100
12050,100,100
12051,84,84
12052,85,36
12053,103,103
12054,22,34
12055,52,25
12056,19,19
12057,92,91
12058,108,108
12059,1,1
12060,71,70
12061,98,64
12062,83,25
12063,22,22
12064,103,103
12065,25,25
12066,84,84
12067,134,69
12068,48,49
12069,101,82
12070,98,77
12071,108,108
12072,87,70
12073,98,107
12074,111,108
12075,25,25
12076,125,36
12077,134,134
12078,55,70
12079,112,1
12080,103,59
12081,66,132
12082,58,58
12083,25,49
12084,71,85
12085,71,84
12086,70,70
12087,68,67
12088,108,108
12089,86,85
12090,79,26
12091,59,58
12092,108,108
12093,113,113
12094,83,28
12095,40,112
12096,103,59
12097,76,108
12098,111,108
12099,63,102
12100,26,26
12101,120,67
12102,98,77
12103,66,71
12104,37,108
12105,21,24
12106,134,36
12107,32,25
12108,1,98
12109,37,49
12110,100,100
12111,72,40
12112,22,55
12113,44,42
12114,18,28
12115,46,47
12116,70,71
12117,84,85
12118,109,108
12119,26,108
12120,99,67
12121,23,26
12122,60,71
12123,42,42
12124,112,1
12125,108,108
12126,51,53
12127,52,100
12128,79,126
12129,29,29
12130,113,109
12131,49,49
12132,68,35
12133,22,22
12134,101,53
12135,80,126
12136,15,25
12137,99,99
12138,132,134
12139,66,68
12140,84,84
12141,102,104
12142,76,108
12143,71,70
12144,19,19
12145,109,108
12146,25,67
12147,99,85
12148,101,69
12149,80,80
12150,50,22
12151,55,67
12152,47,24
12153,102,102
12154,83,49
12155,91,79
12156,70,70
12157,67,49
12158,25,77
12159,132,132
12160,107,18
12161,108,108
12162,104,133
12163,108,108
12164,9,108
12165,68,42
12166,70,70
12167,113,103
12168,127,79
12169,2,1
12170,45,85
12171,132,133
12172,109,108
12173,11,108
12174,132,103
12175,108,108
12176,78,91
12177,104,104
12178,111,77
12179,110,109
12180,48,22
12181,31,34
12182,133,103
12183,84,25
12184,50,22
12185,23,22
12186,85,85
12187,44,104
12188,20,19
12189,35,35
12190,19,25
12191,18,28
12192,100,51
12193,109,108
12194,103,103
12195,79,79
12196,71,71
12197,26,79
12198,82,85
12199,85,85
12200,51,25
12201,109,108
12202,53,52
12203,22,22
12204,43,36
12205,112,108
12206,108,108
12207,27,100
12208,103,103
12209,34,19
12210,103,103
12211,49,25
12212,56,70
12213,80,126
12214,25,19
12215,28,79
12216,100,52
12217,79,79
12218,49,49
12219,82,85
12220,121,88
12221,103,103
12222,106,103
12223,103,103
12224,102,58
12225,86,108
12226,75,134
12227,133,133
12228,43,43
12229,36,36
12230,104,103
12231,109,108
12232,129,132
12233,25,19
12234,109,108
12235,134,133
12236,91,83
12237,53,53
12238,77,64
12239,102,103
12240,127,27
12241,33,18
12242,85,126
12243,108,108
12244,109,108
12245,18,99
12246,86,84
12247,66,101
12248,79,22
12249,71,68
12250,112,85
12251,34,34
12252,83,52
12253,130,70
12254,25,87
12255,37,42
12256,48,68
12257,75,77
12258,101,48
12259,98,108
12260,44,44
12261,69,70
12262,108,109
12263,63,85
12264,109,108
12265,51,19
12266,103,103
12267,107,113
12268,34,34
12269,50,49
12270,24,19
12271,85,71
12272,34,34
12273,112,108
12274,102,85
12275,51,51
12276,103,103
12277,113,112
12278,70,55
12279,67,71
12280,113,113
12281,77,77
12282,55,55
12283,109,108
12284,110,108
12285,120,121
12286,111,42
12287,68,67
12288,91,91
12289,55,55
12290,70,70
12291,108,108
12292,68,127
12293,51,84
12294,81,85
12295,75,65
12296,110,108
12297,19,99
12298,25,78
12299,23,19
12300,54,55
12301,23,77
12302,52,49
12303,134,134
12304,48,49
12305,110,108
12306,68,57
12307,77,98
12308,71,83
12309,130,70
12310,67,70
12311,75,108
12312,0,108
12313,25,101
12314,71,70
12315,96,42
12316,91,79
12317,66,1
12318,74,112
12319,111,99
12320,55,55
12321,25,80
12322,10,108
12323,108,108
12324,70,70
12325,105,105
12326,48,22
12327,49,49
12328,37,108
12329,57,112
12330,98,64
12331,52,100
12332,52,52
12333,85,84
12334,96,43
12335,110,108
12336,18,18
12337,84,85
12338,56,67
12339,28,29
12340,58,58
12341,34,34
12342,42,43
12343,46,36
12344,2,1
12345,48,25
12346,110,108
12347,49,49
12348,48,19
12349,41,77
12350,36,108
12351,82,82
12352,18,22
12353,132,132
12354,112,108
12355,133,103
12356,77,108
12357,108,108
12358,79,79
12359,46,82
12360,70,84
12361,109,108
12362,112,40
12363,75,72
12364,100,100
12365,86,85
12366,91,91
12367,103,103
12368,92,80
12369,134,58
12370,26,17
12371,55,49
12372,67,67
12373,69,70
12374,66,55
12375,104,103
12376,126,134
12377,83,81
12378,49,49
12379,125,100
12380,61,112
12381,55,70
12382,46,85
12383,50,49
12384,67,55
12385,103,71
12386,108,108
12387,124,86
12388,27,77
12389,24,24
12390,70,70
12391,52,52
12392,21,18
12393,43,43
12394,121,84
12395,50,49
12396,71,55
12397,103,103
12398,132,132
12399,104,126
12400,53,99
12401,65,64
12402,124,99
12403,26,79
12404,51,132
12405,80,26
12406,98,77
12407,104,47
12408,52,100
12409,42,70
12410,103,103
12411,31,19
12412,108,108
12413,69,67
12414,100,52
12415,104,103
12416,52,101
12417,113,77
12418,77,77
12419,15,24
12420,103,103
12421,112,103
12422,108,108
12423,79,78
12424,103,58
12425,60,85
12426,86,85
12427,52,100
12428,54,55
12429,68,22
12430,33,19
12431,113,74
12432,108,108
12433,132,132
12434,44,49
12435,106,106
12436,56,55
12437,102,132
12438,67,67
12439,26,91
12440,92,25
12441,110,108
12442,71,89
12443,53,53
12444,26,80
12445,127,127
12446,78,100
12447,118,25
12448,108,108
12449,30,21
12450,27,28
12451,99,28
12452,134,58
12453,84,86
12454,103,103
12455,47,132
12456,97,108
12457,131,67
12458,100,100
12459,123,91
12460,22,103
12461,103,103
12462,133,99
12463,77,77
12464,121,121
12465,122,99
12466,126,99
12467,58,108
12468,22,103
12469,102,102
12470,42,42
12471,120,99
12472,68,67
12473,26,82
12474,26,109
12475,25,84
12476,103,103
12477,77,108
12478,26,100
12479,109,108
12480,108,108
12481,97,108
12482,53,108
12483,63,105
12484,26,24
12485,78,91
12486,75,106
12487,85,85
12488,106,106
12489,134,77
12490,21,22
12491,87,87
12492,101,70
12493,83,82
12494,109,108
12495,2,2
12496,40,77
12497,131,55
12498,59,77
12499,32,25
12500,128,91
12501,77,77
12502,84,28
12503,31,34
12504,97,36
12505,17,108
12506,11,108
12507,132,79
12508,110,108
12509,68,55
12510,22,22
12511,107,107
12512,78,79
12513,109,17
12514,97,108
12515,52,52
12516,22,34
12517,42,42
12518,104,104
12519,112,104
12520,127,122
12521,51,53
12522,113,113
12523,108,108
12524,72,85
12525,100,52
12526,52,100
12527,26,68
12528,49,49
12529,70,108
12530,107,106
12531,78,80
12532,108,108
12533,130,70
12534,56,70
12535,23,25
12536,100,100
12537,67,55
12538,17,108
12539,56,67
12540,108,108
12541,108,108
12542,134,98
12543,93,126
12544,112,58
12545,134,113
12546,50,49
12547,108,108
12548,24,132
12549,69,87
12550,111,108
12551,73,106
12552,11,1
12553,90,49
12554,9,9
12555,97,108
12556,86,85
12557,22,22
12558,78,92
12559,49,49
12560,134,132
12561,104,58
12562,33,25
12563,77,77
12564,55,22
12565,53,100
12566,24,24
12567,104,103
12568,79,70
12569,105,71
12570,79,79
12571,113,113
12572,110,108
12573,107,106
12574,82,26
12575,113,58
12576,108,108
12577,109,108
12578,111,108
12579,23,48
12580,85,132
12581,128,19
12582,50,22
12583,97,108
12584,108,108
12585,26,85
12586,84,85
12587,78,91
12588,103,103
12589,70,70
12590,80,79
12591,44,42
12592,126,126
12593,134,58
12594,85,85
12595,75,108
12596,94,91
12597,108,108
12598,24,113
12599,77,77
12600,53,67
12601,71,70
12602,86,85
12603,98,108
12604,68,85
12605,103,58
12606,102,104
12607,26,91
12608,20,19
12609,44,77
12610,119,51
12611,132,85
12612,67,84
12613,22,22
12614,105,70
12615,86,85
12616,86,85
12617,23,49
